data,origem,familia_caixa,modelo_caixa_previsao,quantidade_caixas,numero_dia_semana,dia_semana
2026-09-08,TREB. CEARA,HB,618,0.0,1,terça-feira
2026-09-09,TREB. CEARA,HB,618,0.0,2,quarta-feira
2026-09-10,TREB. CEARA,HB,618,0.0,3,quinta-feira
2026-09-11,TREB. CEARA,HB,618,0.0,4,sexta-feira
2026-09-12,TREB. CEARA,HB,618,0.0,5,sábado
2026-09-14,TREB. CEARA,HB,618,0.0,0,segunda-feira
2026-09-15,TREB. CEARA,HB,618,20.0,1,terça-feira
2026-09-16,TREB. CEARA,HB,618,5.0,2,quarta-feira
2026-09-17,TREB. CEARA,HB,618,0.0,3,quinta-feira
2026-08-28,TREB. CEARA,IFCO,6416,0.0,4,sexta-feira
2026-08-29,TREB. CEARA,IFCO,6416,0.0,5,sábado
2026-08-31,TREB. CEARA,IFCO,6416,66.0,0,segunda-feira
2026-09-01,TREB. CEARA,IFCO,6416,0.0,1,terça-feira
2026-09-02,TREB. CEARA,IFCO,6416,0.0,2,quarta-feira
2026-09-03,TREB. CEARA,IFCO,6416,9.0,3,quinta-feira
2026-09-04,TREB. CEARA,IFCO,6416,0.0,4,sexta-feira
2026-09-05,TREB. CEARA,IFCO,6416,0.0,5,sábado
2026-09-07,TREB. CEARA,IFCO,6416,0.0,0,segunda-feira
2026-09-08,TREB. CEARA,IFCO,6416,11.0,1,terça-feira
2026-09-09,TREB. CEARA,IFCO,6416,0.0,2,quarta-feira
2026-09-10,TREB. CEARA,IFCO,6416,30.0,3,quinta-feira
2026-09-11,TREB. CEARA,IFCO,6416,0.0,4,sexta-feira
2026-09-12,TREB. CEARA,IFCO,6416,0.0,5,sábado
2026-09-14,TREB. CEARA,IFCO,6416,0.0,0,segunda-feira
2026-09-15,TREB. CEARA,IFCO,6416,0.0,1,terça-feira
2026-09-16,TREB. CEARA,IFCO,6416,0.0,2,quarta-feira
2026-09-17,TREB. CEARA,IFCO,6416,99.0,3,quinta-feira
2026-08-28,TREB. CEARA,IFCO,6424,0.0,4,sexta-feira
2026-08-29,TREB. CEARA,IFCO,6424,3.0,5,sábado
2026-08-31,TREB. CEARA,IFCO,6424,0.0,0,segunda-feira
2026-09-01,TREB. CEARA,IFCO,6424,0.0,1,terça-feira
2026-09-02,TREB. CEARA,IFCO,6424,0.0,2,quarta-feira
2026-09-03,TREB. CEARA,IFCO,6424,0.0,3,quinta-feira
2026-09-04,TREB. CEARA,IFCO,6424,0.0,4,sexta-feira
2026-09-05,TREB. CEARA,IFCO,6424,0.0,5,sábado
2026-09-07,TREB. CEARA,IFCO,6424,0.0,0,segunda-feira
2026-09-08,TREB. CEARA,IFCO,6424,0.0,1,terça-feira
2026-09-09,TREB. CEARA,IFCO,6424,0.0,2,quarta-feira
2026-09-10,TREB. CEARA,IFCO,6424,0.0,3,quinta-feira
2026-09-11,TREB. CEARA,IFCO,6424,0.0,4,sexta-feira
2026-09-12,TREB. CEARA,IFCO,6424,0.0,5,sábado
2026-09-14,TREB. CEARA,IFCO,6424,0.0,0,segunda-feira
2026-09-15,TREB. CEARA,IFCO,6424,3.0,1,terça-feira
2026-09-16,TREB. CEARA,IFCO,6424,0.0,2,quarta-feira
2026-09-17,TREB. CEARA,IFCO,6424,0.0,3,quinta-feira
2026-08-28,TREB. MINAS,HB,618,90.0,4,sexta-feira
2026-08-29,TREB. MINAS,HB,618,648.6685630154486,5,sábado
2026-08-31,TREB. MINAS,HB,618,357.0,0,segunda-feira
2026-09-01,TREB. MINAS,HB,618,329.0,1,terça-feira
2026-09-02,TREB. MINAS,HB,618,455.0,2,quarta-feira
2026-09-03,TREB. MINAS,HB,618,637.0,3,quinta-feira
2026-09-04,TREB. MINAS,HB,618,390.0,4,sexta-feira
2026-09-05,TREB. MINAS,HB,618,982.0,5,sábado
2026-09-07,TREB. MINAS,HB,618,495.0,0,segunda-feira
2026-09-08,TREB. MINAS,HB,618,474.0,1,terça-feira
2026-09-09,TREB. MINAS,HB,618,551.0,2,quarta-feira
2026-09-10,TREB. MINAS,HB,618,656.6685630154486,3,quinta-feira
2026-09-11,TREB. MINAS,HB,618,210.0,4,sexta-feira
2026-09-12,TREB. MINAS,HB,618,775.0,5,sábado
2026-09-14,TREB. MINAS,HB,618,405.0,0,segunda-feira
2026-09-15,TREB. MINAS,HB,618,572.3276370064821,1,terça-feira
2026-09-16,TREB. MINAS,HB,618,228.0,2,quarta-feira
2026-09-17,TREB. MINAS,HB,618,555.0,3,quinta-feira
2026-08-28,TREB. MINAS,HB,623,95.0,4,sexta-feira
2026-08-29,TREB. MINAS,HB,623,1433.3314369845514,5,sábado
2026-08-31,TREB. MINAS,HB,623,285.0,0,segunda-feira
2026-09-01,TREB. MINAS,HB,623,321.0,1,terça-feira
2026-09-02,TREB. MINAS,HB,623,1046.0,2,quarta-feira
2026-09-03,TREB. MINAS,HB,623,2276.0,3,quinta-feira
2026-09-04,TREB. MINAS,HB,623,940.0,4,sexta-feira
2026-09-05,TREB. MINAS,HB,623,480.0,5,sábado
2026-09-07,TREB. MINAS,HB,623,190.0,0,segunda-feira
2026-09-08,TREB. MINAS,HB,623,1950.0,1,terça-feira
2026-09-09,TREB. MINAS,HB,623,190.0,2,quarta-feira
2026-09-10,TREB. MINAS,HB,623,77233.33143698455,3,quinta-feira
2026-09-11,TREB. MINAS,HB,623,830.0,4,sexta-feira
2026-09-12,TREB. MINAS,HB,623,1325.0,5,sábado
2026-09-14,TREB. MINAS,HB,623,860.0,0,segunda-feira
2026-09-15,TREB. MINAS,HB,623,788.6723629935179,1,terça-feira
2026-09-16,TREB. MINAS,HB,623,870.0,2,quarta-feira
2026-09-17,TREB. MINAS,HB,623,1238.0,3,quinta-feira
2026-08-28,TREB. MINAS,IFCO,6416,677.0,4,sexta-feira
2026-08-29,TREB. MINAS,IFCO,6416,492.0,5,sábado
2026-08-31,TREB. MINAS,IFCO,6416,481.0,0,segunda-feira
2026-09-01,TREB. MINAS,IFCO,6416,623.0,1,terça-feira
2026-09-02,TREB. MINAS,IFCO,6416,650.0,2,quarta-feira
2026-09-03,TREB. MINAS,IFCO,6416,17.0,3,quinta-feira
2026-09-04,TREB. MINAS,IFCO,6416,0.0,4,sexta-feira
2026-09-05,TREB. MINAS,IFCO,6416,127.0,5,sábado
2026-09-07,TREB. MINAS,IFCO,6416,474.0,0,segunda-feira
2026-09-08,TREB. MINAS,IFCO,6416,680.0,1,terça-feira
2026-09-09,TREB. MINAS,IFCO,6416,1567.0,2,quarta-feira
2026-09-10,TREB. MINAS,IFCO,6416,0.0,3,quinta-feira
2026-09-11,TREB. MINAS,IFCO,6416,828.0,4,sexta-feira
2026-09-12,TREB. MINAS,IFCO,6416,724.0,5,sábado
2026-09-14,TREB. MINAS,IFCO,6416,494.0,0,segunda-feira
2026-09-15,TREB. MINAS,IFCO,6416,698.0,1,terça-feira
2026-09-16,TREB. MINAS,IFCO,6416,503.0,2,quarta-feira
2026-09-17,TREB. MINAS,IFCO,6416,0.0,3,quinta-feira
2026-08-28,TREB. MINAS,IFCO,6424,2238.0,4,sexta-feira
2026-08-29,TREB. MINAS,IFCO,6424,0.0,5,sábado
2026-08-31,TREB. MINAS,IFCO,6424,0.0,0,segunda-feira
2026-09-01,TREB. MINAS,IFCO,6424,0.0,1,terça-feira
2026-09-02,TREB. MINAS,IFCO,6424,1050.0,2,quarta-feira
2026-09-03,TREB. MINAS,IFCO,6424,1161.0,3,quinta-feira
2026-09-04,TREB. MINAS,IFCO,6424,5.0,4,sexta-feira
2026-09-05,TREB. MINAS,IFCO,6424,0.0,5,sábado
2026-09-07,TREB. MINAS,IFCO,6424,0.0,0,segunda-feira
2026-09-08,TREB. MINAS,IFCO,6424,0.0,1,terça-feira
2026-09-09,TREB. MINAS,IFCO,6424,263.0,2,quarta-feira
2026-09-10,TREB. MINAS,IFCO,6424,596.0,3,quinta-feira
2026-09-11,TREB. MINAS,IFCO,6424,40.0,4,sexta-feira
2026-09-12,TREB. MINAS,IFCO,6424,80.0,5,sábado
2026-09-14,TREB. MINAS,IFCO,6424,240.0,0,segunda-feira
2026-09-15,TREB. MINAS,IFCO,6424,400.0,1,terça-feira
2026-09-16,TREB. MINAS,IFCO,6424,2124.0,2,quarta-feira
2026-09-17,TREB. MINAS,IFCO,6424,0.0,3,quinta-feira
